HE 幸灾乐祸 在机器的锁眼之中，你能感受到一只令人不安的眼睛正凝视着你。 3909c235feac6cf5b2f462d9cb1dff95
HE 癫狂研究员的笔记本 最后一章仅以一个词作为结尾————“重生”。 51e6a74e9542b59784e294fe5fc12af5
HE 巨树汁液 这棵树会夺回本就属于它的东西。 4b4e791dfb0994d88d4fadc73fa70618
HE 索求智慧的稻草人 那座城市依然美丽，翡翠所铺就的道路比以往更加闪耀。 eea8deec399c614ca408dc7211ea66f3
HE 异世的肖像 我们必将失去什么？这幅肖像牢牢抓住了那一瞬间的精髓。 f1f3658af2e1e9907919c7c8407b58bf
HE 棘刺公交 我的脑袋就要爆炸了，再见咯。 1f662c749ae3af2d7c95486d78314049
WAW 憎恶女王 以爱与正义之名，魔法少女❤——闪亮登场！！！ cc3b35a3b2e4d9800faf56b9bf681ece
WAW 大鸟 一个月后我们得出了结论：那些所谓的怪物根本就不存在。 53ceeb096aff55c0ab0f87def6ddac62
WAW 白雪公主的苹果 那一天，随着被诅咒的苹果遗落在公主与王子的花园里，那个女巫的内心也随之崩溃。 27df94e89e611a3242920a6a3353d8b0
WAW 蜂后 如果你感到胃部剧痛或是颈部发痒，那么唯一能做的事就是最后一次仰望蓝天。 b961a24578a060e698df2d195196a3cf
WAW 爱娜温 她希望归于尘土，于是所有渴望“生”的事物都将归于尘土。 d6c1ff6d54d99e36523fbfb6786703ad
WAW 小红帽雇佣兵 我要把那杂种的脑袋挂在我的床头，只有这样我才能安心睡个好觉。 c2569d16b7863d807a0db022f3d00261
WAW 又大又可能很坏的狼 说实话我根本就不在乎，因为我必须是一只又大又坏的狼... 3c8c7aa95323a680e192fea261781704
WAW 审判鸟 它的天平能够绝对公正地衡量任何罪恶。 1e4c35219550dc26e7db7dbe7a52ce65
WAW 贪婪女王 “去死吧！消失吧！”悲伤说道。然而欲望想要永生，永远不可摧毁的永生。 a6274dc3bfed3d9806f715e5fc75552d
WAW 小王子 即使这是施加于我的诅咒，我也会将它当成祝福一样热爱！ dfad1ef78f622157a6af642a4271b1de
WAW 黑天鹅之梦 当黑天鹅从成为白天鹅的美梦中苏醒时，会发生什么呢？ 84be9679af584148f0a1d55b94b45083
WAW 梦中的洋流 请告诉宝贝，今天的水果糖是他最喜欢的，葡萄味。 6dcd250926c6bd713557a34402100153
WAW 穿刺乐园 不要看别处，一直盯着它，让它待在你的视线之内。 92eb37bba9e56ec548f101b1457145c6
WAW 绝望骑士 如今，这位饱经风霜的骑士只剩下空洞的自尊。 c66c7580a7b93590ea2e76069dce6ae0
WAW 裸巢 它能钻进你身上的任何一处孔洞。 1c639943b090388ccb47d6a4acb24233
WAW 血肉偶像 纯洁的颂唱止于永恒而绝望的嘶喊。 d49ef4525b5accfaa04a0f758571d335
WAW 黄泉列车 时间一到，列车伴着刺耳的汽笛声飞驰而过。 6783183653479d88e91e7c8c65d44a14
WAW 三维折射变体 我们唯一能给出的建议是——请务必小心谨慎，时刻注意你的四周。 99673fff5e840dbc112209963a6f0594
WAW 炎雀 而真正的猎手将被授予那众生渴求的闪耀羽毛。 e83c05f392be36213faf06283102370f
WAW 回溯之钟 如今正处人生低谷？感觉未来黯淡无光？ 55a53e16f2baad2085377d064c2b823b
WAW 月光女神 “夫月者，惑心作妖也。然众谓之无望矣。” e7b15d72230d04e18babe0b32db7f819
WAW 寄生树 放轻松，难道你不想被我祝福吗？ 3e427e9a8c153d2ecba926beaf318ba1
WAW 风云法师 不过，若是你有着足够多的舍利让每个人都敬畏着你，你将千史垂名。 cd079f7de847713e53676c79ac9c8494
ALEPH “一无所有” 主管！主管！主管！主管！主管！主管！主管！主管！主管！主管！ 7255cabb0539cc12e7a2bc4bd913a05f
ALEPH 沉默乐团 来自废墟的最华丽的演出，即将拉开帷幕！ 90435ecaa400c86c59749e1f5193ad23
ALEPH 白夜 起来吧，我的仆从，欢唱着迎接我的到来。 a4e4fe4d020bd105c0775302c588cc02
ALEPH 天启鸟 待世界充满了罪孽，这只众生畏惧着的怪鸟就会降临... 396c4634cb92744c042618dc39af456d
ALEPH 微笑的尸山 那些阴森可怖的笑脸上弥漫着哀伤。 b4836dbc27dad3e45715249cd3dfb6ef
ALEPH “CENSORED” 如果有系统故障导致该异想体的屏蔽措施失效，那我们不得不严肃考虑如何处理主管了。 82965e2c225434aac799fad84888e706
ALEPH 碧蓝新星 “我们还会再见面的。到那时，你我都将化成明星！” 12c6320662b70b1ae4a412187d5ee6f0
ALEPH 溶解之爱 在你们来这里之前，公司曾给一部分人配发了防毒面具，现在请你们把面具戴上。 09feaf0a4e960ebe5be646d339fa3b6d
